time,avg,setvalue
2022-12-12 19:54:42,31.0,39.0
2022-12-12 20:24:42,30.2,39.0
2022-12-12 20:54:42,29.7,39.0
2022-12-12 21:24:42,29.5,32.0
2022-12-12 21:54:42,31.1,32.0
2022-12-12 22:24:42,31.2,32.0
2022-12-12 22:54:42,31.3,32.0
2022-12-12 23:24:42,31.0,32.0
2022-12-12 23:54:42,31.0,32.0
2022-12-13 00:24:42,31.1,32.0
2022-12-13 00:54:42,31.4,32.0
2022-12-13 01:24:42,31.2,32.0
2022-12-13 01:54:42,31.3,32.0
2022-12-13 02:24:42,31.2,32.0
2022-12-13 02:54:42,31.2,32.0
2022-12-13 03:24:42,31.3,32.0
2022-12-13 03:54:42,31.2,32.0
2022-12-13 04:24:42,31.3,32.0
2022-12-13 04:54:42,31.6,32.0
2022-12-13 05:24:42,31.6,32.0
2022-12-13 05:54:42,31.5,32.0
2022-12-13 06:24:42,31.3,32.0
2022-12-13 06:54:42,31.0,32.0
2022-12-13 07:24:42,31.1,32.0
2022-12-13 07:54:42,31.3,32.0
2022-12-13 08:24:42,31.1,32.0
2022-12-13 08:54:42,31.5,32.0
2022-12-13 09:24:42,31.3,32.0
2022-12-13 09:54:42,31.2,32.0
2022-12-13 10:24:42,31.1,32.0
2022-12-13 10:54:42,31.2,32.0
2022-12-13 11:24:42,31.3,32.0
2022-12-13 11:54:42,31.3,32.0
2022-12-13 12:24:42,31.5,32.0
2022-12-13 12:54:42,31.7,32.0
2022-12-13 13:24:42,31.9,32.0
2022-12-13 13:54:42,31.9,32.0
2022-12-13 14:24:42,32.2,33.0
2022-12-13 14:54:42,32.5,33.0
2022-12-13 15:24:42,32.7,33.0
2022-12-13 15:54:42,32.7,33.0
2022-12-13 16:24:42,32.6,33.0
2022-12-13 16:54:42,32.4,33.0
2022-12-13 17:24:42,32.3,33.0
2022-12-13 17:54:42,32.1,33.0
2022-12-13 18:24:42,32.3,33.0
2022-12-13 18:54:42,32.5,33.0
2022-12-13 19:24:42,32.2,33.0
2022-12-13 19:54:42,32.2,33.0
2022-12-13 20:24:42,32.1,33.0
2022-12-13 20:54:42,32.1,33.0
2022-12-13 21:24:42,32.1,33.0
2022-12-13 21:54:42,32.1,33.0
2022-12-13 22:24:42,32.1,33.0
2022-12-13 22:54:42,32.5,33.0
2022-12-13 23:24:42,32.2,33.0
2022-12-13 23:54:42,32.1,33.0
2022-12-14 00:24:42,32.4,33.0
2022-12-14 00:54:42,32.3,33.0
2022-12-14 01:24:42,32.2,33.0
2022-12-14 01:54:42,31.9,33.0
2022-12-14 02:24:42,32.4,33.0
2022-12-14 02:54:42,32.6,33.0
2022-12-14 03:24:42,31.9,33.0
2022-12-14 03:54:42,32.1,33.0
2022-12-14 04:24:42,32.0,33.0
2022-12-14 04:54:42,32.5,33.0
2022-12-14 05:24:42,32.1,33.0
2022-12-14 05:54:42,31.9,33.0
2022-12-14 06:24:42,32.5,33.0
2022-12-14 06:54:42,32.5,33.0
2022-12-14 07:24:42,32.6,33.0
2022-12-14 07:54:42,32.4,33.0
2022-12-14 08:24:42,32.6,33.0
2022-12-14 08:54:42,31.9,33.0
2022-12-14 09:24:42,32.1,33.0
2022-12-14 09:54:42,31.5,32.0
2022-12-14 10:24:42,31.4,32.0
2022-12-14 10:54:42,31.3,32.0
2022-12-14 11:24:42,32.3,32.5
2022-12-14 11:54:42,32.0,32.5
2022-12-14 12:24:42,31.9,32.5
2022-12-14 12:54:42,31.8,32.5
2022-12-14 13:24:42,32.0,32.5
2022-12-14 13:54:42,32.2,32.5
2022-12-14 14:24:42,32.3,32.5
2022-12-14 14:54:42,32.4,32.5
2022-12-14 15:24:42,32.4,32.5
2022-12-14 15:54:42,32.4,32.5
2022-12-14 16:24:42,32.4,32.5
2022-12-14 16:54:42,32.0,32.5
2022-12-14 17:24:42,31.9,32.5
2022-12-14 17:54:42,31.8,32.5
2022-12-14 18:24:42,31.8,32.5
2022-12-14 18:54:42,32.2,32.5
2022-12-14 19:24:42,32.2,32.5
2022-12-14 19:54:42,31.9,32.5
2022-12-14 20:24:42,32.0,32.5
2022-12-14 20:54:42,31.7,32.5
2022-12-14 21:24:42,31.8,32.5
2022-12-14 21:54:42,32.1,32.5
2022-12-14 22:24:42,32.2,32.5
2022-12-14 22:54:42,32.1,32.5
2022-12-14 23:24:42,32.2,32.5
2022-12-14 23:54:42,31.6,32.0
2022-12-15 00:24:42,31.6,32.0
2022-12-15 00:54:42,31.6,32.0
2022-12-15 01:24:42,31.5,32.0
2022-12-15 01:54:42,31.5,32.0
2022-12-15 02:24:42,31.7,32.0
2022-12-15 02:54:42,31.7,32.0
2022-12-15 03:24:42,31.4,32.0
2022-12-15 03:54:42,31.3,32.0
2022-12-15 04:24:42,30.9,32.0
2022-12-15 04:54:42,30.3,32.0
2022-12-15 05:24:42,29.7,32.0
2022-12-15 05:54:42,29.4,32.0
2022-12-15 06:24:42,29.1,32.0
2022-12-15 06:54:42,29.0,32.0
2022-12-15 07:24:42,28.9,32.0
2022-12-15 07:54:42,28.8,32.0
2022-12-15 08:24:42,28.8,32.0
2022-12-15 08:54:42,28.9,32.0
2022-12-15 09:24:42,29.1,32.0
2022-12-15 09:54:42,29.4,32.0
2022-12-15 10:24:42,29.8,32.5
2022-12-15 10:54:42,30.6,32.5
2022-12-15 11:24:42,32.1,32.5
2022-12-15 11:54:42,31.8,32.5
2022-12-15 12:24:42,31.7,32.5
2022-12-15 12:54:42,31.7,32.5
2022-12-15 13:24:42,31.7,32.5
2022-12-15 13:54:42,31.8,32.5
2022-12-15 14:24:42,31.8,32.5
2022-12-15 14:54:42,31.9,32.5
2022-12-15 15:24:42,31.9,32.5
2022-12-15 15:54:42,31.8,32.5
2022-12-15 16:24:42,31.8,32.5
2022-12-15 16:54:42,31.6,32.5
2022-12-15 17:24:42,31.9,32.5
2022-12-15 17:54:42,31.7,32.5
2022-12-15 18:24:42,31.6,32.5
2022-12-15 18:54:42,31.7,32.5
2022-12-15 19:24:42,32.1,32.5
2022-12-15 19:54:42,31.6,32.5
2022-12-15 20:24:42,31.9,32.5
2022-12-15 20:54:42,31.6,32.0
2022-12-15 21:24:42,31.7,32.0
2022-12-15 21:54:42,32.4,33.0
2022-12-15 22:24:42,32.2,33.0
2022-12-15 22:54:42,32.4,33.0
2022-12-15 23:24:42,32.1,33.0
2022-12-15 23:54:42,32.8,33.0
2022-12-16 00:24:42,32.1,33.0
2022-12-16 00:54:42,32.1,33.0
2022-12-16 01:24:42,32.1,33.0
2022-12-16 01:54:42,32.0,33.0
2022-12-16 02:24:42,32.3,33.0
2022-12-16 02:54:42,32.2,33.0
2022-12-16 03:24:42,32.1,33.0
2022-12-16 03:54:42,32.2,33.0
2022-12-16 04:24:42,32.1,33.0
2022-12-16 04:54:42,32.1,33.0
2022-12-16 05:24:42,32.8,33.0
2022-12-16 05:54:42,32.1,33.0
2022-12-16 06:24:42,32.4,33.0
2022-12-16 06:54:42,32.2,33.0
2022-12-16 07:24:42,31.8,33.0
2022-12-16 07:54:42,31.8,33.0
2022-12-16 08:24:42,31.4,33.0
2022-12-16 08:54:42,31.1,33.0
2022-12-16 09:24:42,31.1,33.0
2022-12-16 09:54:42,31.2,33.0
2022-12-16 10:24:42,30.4,32.0
2022-12-16 10:54:42,30.4,32.0
2022-12-16 11:24:42,30.0,31.0
2022-12-16 11:54:42,29.8,31.0
2022-12-16 12:24:42,29.7,31.0
2022-12-16 12:54:42,29.9,31.0
2022-12-16 13:24:42,30.4,31.0
2022-12-16 13:54:42,30.6,31.0
2022-12-16 14:24:42,29.1,31.0
2022-12-16 14:54:42,28.9,31.0
2022-12-16 15:24:42,29.7,31.0
2022-12-16 15:54:42,29.7,31.0
2022-12-16 16:24:42,29.8,31.0
2022-12-16 16:54:42,29.7,31.0
2022-12-16 17:24:42,29.9,31.0
2022-12-16 17:54:42,30.0,31.0
2022-12-16 18:24:42,30.1,31.0
2022-12-16 18:54:42,30.0,31.0
2022-12-16 19:24:42,30.0,31.0
2022-12-16 19:54:42,29.9,31.0
2022-12-16 20:24:42,29.7,31.0
2022-12-16 20:54:42,29.8,31.0
2022-12-16 21:24:42,29.8,31.0
2022-12-16 21:54:42,29.9,30.6
2022-12-16 22:24:42,30.4,30.6
2022-12-16 22:54:42,30.2,30.6
2022-12-16 23:24:42,30.0,30.6
2022-12-16 23:54:42,29.9,30.6
2022-12-17 00:24:42,30.1,30.6
2022-12-17 00:54:42,30.1,30.6
2022-12-17 01:24:42,30.1,30.6
2022-12-17 01:54:42,29.9,30.6
2022-12-17 02:24:42,30.2,30.6
2022-12-17 02:54:42,30.3,30.6
2022-12-17 03:24:42,30.1,30.6
2022-12-17 03:54:42,30.1,30.6
2022-12-17 04:24:42,30.2,30.6
2022-12-17 04:54:42,30.2,30.6
2022-12-17 05:24:42,29.9,30.6
2022-12-17 05:54:42,29.9,30.6
2022-12-17 06:24:42,30.1,30.6
2022-12-17 06:54:42,30.1,30.6
2022-12-17 07:24:42,30.2,30.6
2022-12-17 07:54:42,30.3,30.6
2022-12-17 08:24:42,29.9,30.6
2022-12-17 08:54:42,30.0,30.6
2022-12-17 09:24:42,29.9,30.6
2022-12-17 09:54:42,30.0,30.6
2022-12-17 10:24:42,30.1,30.6
2022-12-17 10:54:42,30.1,30.6
2022-12-17 11:24:42,30.3,30.6
2022-12-17 11:54:42,30.6,30.6
2022-12-17 12:24:42,31.0,30.6
2022-12-17 12:54:42,31.1,30.6
2022-12-17 13:24:42,31.4,30.6
2022-12-17 13:54:42,31.6,30.6
2022-12-17 14:24:42,31.6,30.6
2022-12-17 14:54:42,31.6,30.6
2022-12-17 15:24:42,31.8,30.6
2022-12-17 15:54:42,31.7,30.6
2022-12-17 16:24:42,31.6,30.6
2022-12-17 16:54:42,31.4,30.6
2022-12-17 17:24:42,31.5,30.6
2022-12-17 17:54:42,31.6,30.6
2022-12-17 18:24:42,31.3,30.6
2022-12-17 18:54:42,31.5,30.6
2022-12-17 19:24:42,31.2,30.6
2022-12-17 19:54:42,30.6,30.6
2022-12-17 20:24:42,30.3,30.6
2022-12-17 20:54:42,30.2,30.6
2022-12-17 21:24:42,29.9,30.6
2022-12-17 21:54:42,30.0,30.6
2022-12-17 22:24:42,29.9,30.6
2022-12-17 22:54:42,30.0,30.6
2022-12-17 23:24:42,29.8,30.6
2022-12-17 23:54:42,30.0,30.6
2022-12-18 00:24:42,30.0,30.6
2022-12-18 00:54:42,30.3,30.6
2022-12-18 01:24:42,30.0,30.6
2022-12-18 01:54:42,30.0,30.6
2022-12-18 02:24:42,29.8,30.6
2022-12-18 02:54:42,30.1,30.6
2022-12-18 03:24:42,30.1,30.6
2022-12-18 03:54:42,30.5,30.6
2022-12-18 04:24:42,30.5,30.6
2022-12-18 04:54:42,29.9,30.6
2022-12-18 05:24:42,30.4,30.6
2022-12-18 05:54:42,30.3,30.6
2022-12-18 06:24:42,30.0,30.6
2022-12-18 06:54:42,30.2,30.6
2022-12-18 07:24:42,30.2,30.6
2022-12-18 07:54:42,29.9,30.6
2022-12-18 08:24:42,30.2,30.6
2022-12-18 08:54:42,30.0,30.6
2022-12-18 09:24:42,30.2,30.6
2022-12-18 09:54:42,29.8,30.6
2022-12-18 10:24:42,30.1,30.6
2022-12-18 10:54:42,30.2,30.0
2022-12-18 11:24:42,30.4,30.0
2022-12-18 11:54:42,31.1,30.0
2022-12-18 12:24:42,31.7,30.0
2022-12-18 12:54:42,31.9,30.0
2022-12-18 13:24:42,32.2,30.0
2022-12-18 13:54:42,31.5,30.0
2022-12-18 14:24:42,32.7,30.0
2022-12-18 14:54:42,32.2,30.0
2022-12-18 15:24:42,31.8,30.0
2022-12-18 15:54:42,32.6,30.0
2022-12-18 16:24:42,33.0,30.0
2022-12-18 16:54:42,32.3,30.0
2022-12-18 17:24:42,32.1,30.0
2022-12-18 17:54:42,31.7,30.0
2022-12-18 18:24:42,31.5,30.0
2022-12-18 18:54:42,31.0,30.0
2022-12-18 19:24:42,30.6,30.0
2022-12-18 19:54:42,30.6,30.0
2022-12-18 20:24:42,30.9,30.0
2022-12-18 20:54:42,30.6,30.0
2022-12-18 21:24:42,30.6,30.0
2022-12-18 21:54:42,30.4,30.0
2022-12-18 22:24:42,30.2,30.0
2022-12-18 22:54:42,29.9,30.0
2022-12-18 23:24:42,29.6,30.0
2022-12-18 23:54:42,29.5,30.0
2022-12-19 00:24:42,29.5,30.0
2022-12-19 00:54:42,29.5,30.0
2022-12-19 01:24:42,29.5,30.0
2022-12-19 01:54:42,29.2,30.0
2022-12-19 02:24:42,29.3,30.0
2022-12-19 02:54:42,29.4,30.0
2022-12-19 03:24:42,29.7,30.0
2022-12-19 03:54:42,29.7,30.0
2022-12-19 04:24:42,29.7,30.0
2022-12-19 04:54:42,29.4,30.0
2022-12-19 05:24:42,29.1,30.0
2022-12-19 05:54:42,28.9,30.0
2022-12-19 06:24:42,28.6,30.0
2022-12-19 06:46:51,28.2,30.0
2022-12-19 07:14:58,28.3,30.0
2022-12-19 07:44:58,28.4,30.0
2022-12-19 08:14:58,28.6,30.0
2022-12-19 08:44:58,28.9,30.0
2022-12-19 09:14:58,29.4,30.0
2022-12-19 09:44:58,29.8,30.0
2022-12-19 10:14:58,30.1,30.0
2022-12-19 10:44:58,30.2,30.0
2022-12-19 11:14:58,30.3,30.0
2022-12-19 11:44:58,30.7,30.0
2022-12-19 12:14:58,31.0,30.0
2022-12-19 12:44:58,31.4,30.0
2022-12-19 13:14:58,31.6,30.0
2022-12-19 13:44:58,32.2,30.0
2022-12-19 14:14:58,31.9,30.0
2022-12-19 14:44:58,31.3,30.0
2022-12-19 15:14:58,31.0,30.0
2022-12-19 15:44:58,30.1,30.0
2022-12-19 16:14:58,29.8,30.0
2022-12-19 16:44:58,29.3,30.0
2022-12-19 16:52:51,29.2,30.0
2022-12-19 17:22:51,29.9,30.0
2022-12-19 17:52:51,29.3,30.0
2022-12-19 18:22:51,29.3,30.0
2022-12-19 18:52:51,29.2,30.0
2022-12-19 19:22:51,29.6,30.0
2022-12-19 19:35:19,29.4,30.0
2022-12-19 20:05:19,29.4,30.0
2022-12-19 20:35:19,29.7,30.0
2022-12-19 21:05:19,29.8,30.0
2022-12-19 21:35:19,29.9,30.0
2022-12-19 22:05:19,29.4,30.0
2022-12-19 22:35:19,29.5,30.0
2022-12-19 23:05:19,29.4,30.0
2022-12-19 23:35:19,29.5,30.0
2022-12-20 00:05:19,29.4,30.0
2022-12-20 00:35:19,29.8,30.0
2022-12-20 01:05:19,29.6,30.0
2022-12-20 01:35:19,29.5,30.0
2022-12-20 02:05:19,29.4,30.0
2022-12-20 02:35:19,29.2,30.0
2022-12-20 03:05:19,29.8,30.0
2022-12-20 03:35:19,29.8,30.0
2022-12-20 04:05:19,29.7,30.0
2022-12-20 04:35:19,29.0,30.0
2022-12-20 05:05:19,29.4,30.0
2022-12-20 05:35:19,29.9,30.0
2022-12-20 06:05:19,29.6,30.0
2022-12-20 06:35:19,29.4,30.0
2022-12-20 07:05:19,29.5,30.0
2022-12-20 07:35:19,29.1,30.0
2022-12-20 08:05:19,29.6,30.0
2022-12-20 08:35:19,29.5,30.0
2022-12-20 09:05:19,29.5,30.0
2022-12-20 09:35:19,29.7,30.0
2022-12-20 10:05:19,29.7,30.0
2022-12-20 10:35:19,30.2,30.0
2022-12-20 11:05:19,30.4,30.0
2022-12-20 11:35:19,30.6,30.0
2022-12-20 12:05:19,30.9,30.0
2022-12-20 12:35:19,31.3,30.0
2022-12-20 13:05:19,32.0,30.0
2022-12-20 13:35:19,31.1,30.0
2022-12-20 14:05:19,30.9,30.0
2022-12-20 14:35:19,30.1,30.0
2022-12-20 15:05:19,28.9,30.0
2022-12-20 15:35:19,29.6,30.0
2022-12-20 16:05:19,29.6,30.0
2022-12-20 16:35:19,29.3,30.0
2022-12-20 17:05:19,29.4,30.0
2022-12-20 17:35:19,29.7,30.0
2022-12-20 18:05:19,28.7,29.0
2022-12-20 18:35:19,28.5,29.0
2022-12-20 19:05:19,28.4,29.0
2022-12-20 19:35:19,28.2,29.0
2022-12-20 20:05:19,28.2,29.0
2022-12-20 20:35:19,28.7,29.0
2022-12-20 21:05:19,28.1,29.0
2022-12-20 21:35:19,28.2,29.0
2022-12-20 22:05:19,28.4,29.0
2022-12-20 22:35:19,28.6,29.0
2022-12-20 23:05:19,28.5,29.0
2022-12-20 23:35:19,28.2,29.0
2022-12-21 00:05:19,28.6,29.0
2022-12-21 00:35:19,28.1,29.0
2022-12-21 01:05:19,28.5,29.0
2022-12-21 01:35:19,28.3,29.0
2022-12-21 02:05:19,28.6,29.0
2022-12-21 02:35:19,28.4,29.0
2022-12-21 03:05:19,28.6,29.0
2022-12-21 03:35:19,28.8,29.0
2022-12-21 04:05:19,28.0,29.0
2022-12-21 04:35:19,28.6,29.0
2022-12-21 05:05:19,28.5,29.0
2022-12-21 05:35:19,28.0,29.0
2022-12-21 06:05:19,28.2,29.0
2022-12-21 06:35:19,28.3,29.0
2022-12-21 07:05:19,28.3,29.0
2022-12-21 07:35:19,28.8,29.0
2022-12-21 08:05:19,28.3,29.0
2022-12-21 08:35:19,28.7,29.0
2022-12-21 09:05:19,28.3,29.0
2022-12-21 09:35:19,28.3,29.0
2022-12-21 10:05:19,28.7,29.0
2022-12-21 10:35:19,29.4,29.0
2022-12-21 11:05:19,29.3,29.0
2022-12-21 11:35:19,29.6,29.0
2022-12-21 12:05:19,29.9,29.0
2022-12-21 12:35:19,29.9,29.0
2022-12-21 13:05:19,30.7,29.0
2022-12-21 13:35:19,30.8,29.0
2022-12-21 14:05:19,30.8,29.0
2022-12-21 14:35:19,29.4,29.0
2022-12-21 15:05:19,29.4,29.0
2022-12-21 15:35:19,28.4,29.0
2022-12-21 16:05:19,28.5,29.0
2022-12-21 16:35:19,28.4,29.0
2022-12-21 17:05:19,28.3,29.0
2022-12-21 17:35:19,28.2,29.0
2022-12-21 18:05:19,28.3,29.0
2022-12-21 18:35:19,28.3,29.0
2022-12-21 19:05:19,28.3,29.0
2022-12-21 19:35:19,28.3,29.0
2022-12-21 20:05:19,29.0,29.0
2022-12-21 20:35:19,28.8,29.0
2022-12-21 21:05:19,28.5,29.0
2022-12-21 21:35:19,28.5,29.0
2022-12-21 22:05:19,28.3,29.0
2022-12-21 22:35:19,28.5,29.0
2022-12-21 23:05:19,28.7,29.0
2022-12-21 23:35:19,28.3,29.0
2022-12-22 00:05:19,28.3,29.0
2022-12-22 00:35:19,28.3,29.0
2022-12-22 01:05:19,28.3,29.0
2022-12-22 01:35:19,28.5,29.0
2022-12-22 02:05:19,28.2,29.0
2022-12-22 02:35:19,28.4,29.0
2022-12-22 03:05:19,28.6,29.0
2022-12-22 03:35:19,28.2,29.0
2022-12-22 04:05:19,28.6,29.0
2022-12-22 04:35:19,28.3,29.0
2022-12-22 05:05:19,28.6,29.0
2022-12-22 05:35:19,28.6,29.0
2022-12-22 06:05:19,28.2,29.0
2022-12-22 06:35:19,27.9,29.0
2022-12-22 07:05:19,27.7,29.0
2022-12-22 07:35:19,28.0,29.0
2022-12-22 08:05:19,28.6,29.0
2022-12-22 08:35:19,28.8,29.0
2022-12-22 09:05:19,28.5,29.0
2022-12-22 09:35:19,28.9,29.0
2022-12-22 10:05:19,28.6,29.0
2022-12-22 10:35:19,28.9,29.0
2022-12-22 11:05:19,28.6,29.0
2022-12-22 11:35:19,29.0,29.5
2022-12-22 12:05:19,29.0,29.5
2022-12-22 12:35:19,29.4,29.5
2022-12-22 13:05:19,30.2,29.5
2022-12-22 13:35:19,30.3,29.5
2022-12-22 14:05:19,30.4,29.5
2022-12-22 14:35:19,30.2,29.5
2022-12-22 15:05:19,29.6,29.5
2022-12-22 15:35:19,29.4,29.5
2022-12-22 16:05:19,29.3,29.5
2022-12-22 16:35:19,28.9,29.5
2022-12-22 17:05:19,28.7,29.5
2022-12-22 17:35:19,29.2,29.5
2022-12-22 18:05:19,28.7,29.5
2022-12-22 18:35:19,29.1,29.5
2022-12-22 19:05:19,29.1,29.5
2022-12-22 19:35:19,28.8,29.5
2022-12-22 20:05:19,28.1,29.5
2022-12-22 20:35:19,28.7,29.5
2022-12-22 21:05:19,28.8,29.5
2022-12-22 21:35:19,28.5,29.5
2022-12-22 22:05:19,28.3,29.5
2022-12-22 22:35:19,28.1,30.0
2022-12-22 23:05:19,27.6,30.0
2022-12-22 23:35:19,27.7,30.0
2022-12-23 00:05:19,28.4,30.0
2022-12-23 00:35:19,28.6,30.0
2022-12-23 01:05:19,28.4,30.0
2022-12-23 01:35:19,28.4,30.0
2022-12-23 02:05:19,28.6,30.0
2022-12-23 02:35:19,28.4,30.0
2022-12-23 03:05:19,28.3,30.0
2022-12-23 03:35:19,28.2,30.0
2022-12-23 04:05:19,28.3,30.0
2022-12-23 04:35:19,28.4,30.0
2022-12-23 05:05:19,28.2,30.0
2022-12-23 05:35:19,27.9,30.0
2022-12-23 06:05:19,27.8,30.0
2022-12-23 06:35:19,27.3,30.0
2022-12-23 07:05:19,26.9,30.0
2022-12-23 07:35:19,26.9,30.0
2022-12-23 08:05:19,26.9,30.0
2022-12-23 08:35:19,27.4,30.0
2022-12-23 09:05:19,28.2,30.0
2022-12-23 09:35:19,28.9,30.0
2022-12-23 10:05:19,28.6,29.5
2022-12-23 10:35:19,28.9,29.5
2022-12-23 11:05:19,29.3,29.5
2022-12-23 11:35:19,29.9,29.5
2022-12-23 12:05:19,30.7,29.5
2022-12-23 12:35:19,30.4,29.5
2022-12-23 13:05:19,31.0,29.5
2022-12-23 13:35:19,30.8,29.5
2022-12-23 14:05:19,30.3,29.5
2022-12-23 14:35:19,30.3,29.5
2022-12-23 15:05:19,29.9,29.5
2022-12-23 15:35:19,29.8,29.5
2022-12-23 16:05:19,29.2,29.5
2022-12-23 16:35:19,28.9,29.5
2022-12-23 17:05:19,27.7,29.5
2022-12-23 17:35:19,28.9,29.5
2022-12-23 18:05:19,28.7,29.5
2022-12-23 18:35:19,27.8,29.5
2022-12-23 19:05:19,27.5,29.5
2022-12-23 19:35:19,27.3,29.5
2022-12-23 20:05:19,27.2,29.5
2022-12-23 20:35:19,27.8,29.5
2022-12-23 21:00:37,28.4,29.5
2022-12-23 21:30:37,27.8,29.5
2022-12-23 22:00:34,27.4,29.5
2022-12-23 22:30:34,27.5,29.5
2022-12-23 23:00:34,27.4,29.5
2022-12-23 23:30:34,27.3,29.5
2022-12-24 00:00:34,27.3,29.5
2022-12-24 00:30:34,26.5,29.5
2022-12-24 01:00:34,26.2,29.5
2022-12-24 01:30:34,26.4,29.5
2022-12-24 02:00:34,27.1,29.5
2022-12-24 02:30:34,27.2,29.5
2022-12-24 03:00:34,27.3,29.5
2022-12-24 03:30:34,26.9,29.5
2022-12-24 04:00:34,26.8,29.5
2022-12-24 04:30:34,26.8,29.5
2022-12-24 05:00:34,26.8,29.5
2022-12-24 05:30:34,26.7,29.5
2022-12-24 06:00:34,26.8,29.5
2022-12-24 06:30:34,27.1,29.5
2022-12-24 07:00:34,27.6,29.5
2022-12-24 07:30:34,27.8,29.5
2022-12-24 08:00:34,27.6,29.5
2022-12-24 08:30:34,28.1,29.5
2022-12-24 09:00:34,27.9,29.5
2022-12-24 09:30:34,27.9,29.5
2022-12-24 10:00:34,27.8,29.5
2022-12-24 10:30:34,27.9,29.5
2022-12-24 11:00:34,28.0,29.0
2022-12-24 11:30:34,28.0,29.0
2022-12-24 12:00:34,28.0,29.0
2022-12-24 12:30:34,28.1,29.0
2022-12-24 13:00:34,28.8,29.0
2022-12-24 13:30:34,28.9,29.0
2022-12-24 14:00:34,28.8,29.0
2022-12-24 14:30:34,29.4,29.0
2022-12-24 15:00:34,30.0,29.0
2022-12-24 15:30:34,29.9,29.0
2022-12-24 16:00:34,29.6,29.0
2022-12-24 16:30:34,29.6,29.0
2022-12-24 17:00:34,29.5,29.0
2022-12-24 17:30:34,28.9,29.0
2022-12-24 18:00:34,28.6,29.0
2022-12-24 18:30:34,28.5,29.0
2022-12-24 19:00:34,28.2,29.0
2022-12-24 19:30:34,28.4,29.0
2022-12-24 20:00:34,28.3,29.0
2022-12-24 20:30:34,29.1,29.0
2022-12-24 21:00:34,28.3,29.0
2022-12-24 21:30:34,28.0,29.0
2022-12-24 22:00:34,28.4,29.0
2022-12-24 22:30:34,28.8,29.0
2022-12-24 23:00:34,28.3,29.0
2022-12-24 23:30:34,28.4,29.0
2022-12-25 00:00:34,28.3,29.0
2022-12-25 00:30:34,28.7,29.0
2022-12-25 01:00:34,28.1,29.0
2022-12-25 01:30:34,28.5,29.0
2022-12-25 02:00:34,28.5,29.0
2022-12-25 02:30:34,28.4,29.0
2022-12-25 03:00:34,28.3,29.0
2022-12-25 03:30:34,28.3,29.0
2022-12-25 04:00:34,28.6,29.0
2022-12-25 04:30:34,28.4,29.0
2022-12-25 05:00:34,28.2,29.0
2022-12-25 05:30:34,28.0,29.0
2022-12-25 06:00:34,28.2,29.0
2022-12-25 06:30:34,28.3,29.0
2022-12-25 07:00:34,28.1,29.0
2022-12-25 07:30:34,27.7,29.0
2022-12-25 08:00:34,27.5,29.0
2022-12-25 08:30:34,27.4,29.0
2022-12-25 09:00:34,27.5,29.0
2022-12-25 09:30:34,27.8,29.0
2022-12-25 10:00:34,28.2,29.0
2022-12-25 10:30:34,28.4,29.0
